id,name,acronym,atlas_id,parent_structure_id,parent_name,parent_acronym,voxels_in_structure
254,Retrosplenial area,RSP,314,315,Isocortex,Isocortex,0
894,"Retrosplenial area, lateral agranular part",RSPagl,394,254,Retrosplenial area,RSP,0
671,"Retrosplenial area, lateral agranular part, layer 1",RSPagl1,932,894,"Retrosplenial area, lateral agranular part",RSPagl,54052
965,"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3,969,894,"Retrosplenial area, lateral agranular part",RSPagl,60810
774,"Retrosplenial area, lateral agranular part, layer 5",RSPagl5,945,894,"Retrosplenial area, lateral agranular part",RSPagl,66083
906,"Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a,820,894,"Retrosplenial area, lateral agranular part",RSPagl,37332
279,"Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b,883,894,"Retrosplenial area, lateral agranular part",RSPagl,2906
480149258,Mediomedial anterior visual area,VISmma,,894,"Retrosplenial area, lateral agranular part",RSPagl,0
480149262,"Mediomedial anterior visual area, layer 1",VISmma1,,480149258,Mediomedial anterior visual area,VISmma,0
480149266,"Mediomedial anterior visual area, layer 2/3",VISmma2/3,,480149258,Mediomedial anterior visual area,VISmma,0
480149270,"Mediomedial anterior visual area, layer 4",VISmma4,,480149258,Mediomedial anterior visual area,VISmma,0
480149274,"Mediomedial anterior visual area,layer 5",VISmma5,,480149258,Mediomedial anterior visual area,VISmma,0
480149278,"Mediomedial anterior visual area, layer 6a",VISmma6a,,480149258,Mediomedial anterior visual area,VISmma,0
480149282,"Mediomedial anterior visual area, layer 6b",VISmma6b,,480149258,Mediomedial anterior visual area,VISmma,0
480149286,Mediomedial posterior visual area,VISmmp,,894,"Retrosplenial area, lateral agranular part",RSPagl,0
480149290,"Mediomedial posterior visual area, layer 1",VISmmp1,,480149286,Mediomedial posterior visual area,VISmmp,0
480149294,"Mediomedial posterior visual area, layer 2/3",VISmmp2/3,,480149286,Mediomedial posterior visual area,VISmmp,0
480149298,"Mediomedial posterior visual area, layer 4",VISmmp4,,480149286,Mediomedial posterior visual area,VISmmp,0
480149302,"Mediomedial posterior visual area,layer 5",VISmmp5,,480149286,Mediomedial posterior visual area,VISmmp,0
480149306,"Mediomedial posterior visual area, layer 6a",VISmmp6a,,480149286,Mediomedial posterior visual area,VISmmp,0
480149310,"Mediomedial posterior visual area, layer 6b",VISmmp6b,,480149286,Mediomedial posterior visual area,VISmmp,0
480149314,Medial visual area,VISm,,894,"Retrosplenial area, lateral agranular part",RSPagl,0
480149318,"Medial visual area, layer 1",VISm1,,480149314,Medial visual area,VISm,0
480149322,"Medial visual area, layer 2/3",VISm2/3,,480149314,Medial visual area,VISm,0
480149326,"Medial visual area, layer 4",VISm4,,480149314,Medial visual area,VISm,0
480149330,"Medial visual area,layer 5",VISm5,,480149314,Medial visual area,VISm,0
480149334,"Medial visual area, layer 6a",VISm6a,,480149314,Medial visual area,VISm,0
480149338,"Medial visual area, layer 6b",VISm6b,,480149314,Medial visual area,VISm,0
879,"Retrosplenial area, dorsal part",RSPd,392,254,Retrosplenial area,RSP,0
442,"Retrosplenial area, dorsal part, layer 1",RSPd1,1045,879,"Retrosplenial area, dorsal part",RSPd,112810
434,"Retrosplenial area, dorsal part, layer 2/3",RSPd2/3,761,879,"Retrosplenial area, dorsal part",RSPd,101981
545,"Retrosplenial area, dorsal part, layer 4",RSPd4,1058,879,"Retrosplenial area, dorsal part",RSPd,99
610,"Retrosplenial area, dorsal part, layer 5",RSPd5,1066,879,"Retrosplenial area, dorsal part",RSPd,112147
274,"Retrosplenial area, dorsal part, layer 6a",RSPd6a,1024,879,"Retrosplenial area, dorsal part",RSPd,66020
330,"Retrosplenial area, dorsal part, layer 6b",RSPd6b,1031,879,"Retrosplenial area, dorsal part",RSPd,2542
886,"Retrosplenial area, ventral part",RSPv,393,254,Retrosplenial area,RSP,0
542,"Retrosplenial area, ventral part, layer 1",RSPv1,633,886,"Retrosplenial area, ventral part",RSPv,106406
606,"Retrosplenial area, ventral part, layer 2",RSPv2,641,886,"Retrosplenial area, ventral part",RSPv,0
430,"Retrosplenial area, ventral part, layer 2/3",RSPv2/3,619,886,"Retrosplenial area, ventral part",RSPv,96691
687,"Retrosplenial area, ventral part, layer 5",RSPv5,651,886,"Retrosplenial area, ventral part",RSPv,146813
590,"Retrosplenial area, ventral part, layer 6a",RSPv6a,639,886,"Retrosplenial area, ventral part",RSPv,53638
622,"Retrosplenial area, ventral part, layer 6b",RSPv6b,643,886,"Retrosplenial area, ventral part",RSPv,3816
22,Posterior parietal association areas,PTLp,285,315,Isocortex,Isocortex,0
532,"Posterior parietal association areas, layer 1",PTLp1,1056,22,Posterior parietal association areas,PTLp,0
241,"Posterior parietal association areas, layer 2/3",PTLp2/3,454,22,Posterior parietal association areas,PTLp,0
635,"Posterior parietal association areas, layer 4",PTLp4,1069,22,Posterior parietal association areas,PTLp,0
683,"Posterior parietal association areas, layer 5",PTLp5,1075,22,Posterior parietal association areas,PTLp,0
308,"Posterior parietal association areas, layer 6a",PTLp6a,1028,22,Posterior parietal association areas,PTLp,0
340,"Posterior parietal association areas, layer 6b",PTLp6b,1032,22,Posterior parietal association areas,PTLp,0
312782546,Anterior area,VISa,,22,Posterior parietal association areas,PTLp,0
312782550,"Anterior area, layer 1",VISa1,,312782546,Anterior area,VISa,0
312782554,"Anterior area, layer 2/3",VISa2/3,,312782546,Anterior area,VISa,0
312782558,"Anterior area, layer 4",VISa4,,312782546,Anterior area,VISa,0
312782562,"Anterior area, layer 5",VISa5,,312782546,Anterior area,VISa,0
312782566,"Anterior area, layer 6a",VISa6a,,312782546,Anterior area,VISa,0
312782570,"Anterior area, layer 6b",VISa6b,,312782546,Anterior area,VISa,0
417,Rostrolateral visual area,VISrl,759,22,Posterior parietal association areas,PTLp,0
312782604,"Rostrolateral area, layer 1",VISrl1,,417,Rostrolateral visual area,VISrl,0
312782592,"Rostrolateral area, layer 2/3",VISrl2/3,,417,Rostrolateral visual area,VISrl,95243
312782612,"Rostrolateral area, layer 4",VISrl4,,417,Rostrolateral visual area,VISrl,0
312782616,"Rostrolateral area, layer 5",VISrl5,,417,Rostrolateral visual area,VISrl,0
312782620,"Rostrolateral area, layer 6a",VISrl6a,,417,Rostrolateral visual area,VISrl,0
312782624,"Rostrolateral area, layer 6b",VISrl6b,,417,Rostrolateral visual area,VISrl,121264
541,Temporal association areas,TEa,350,315,Isocortex,Isocortex,0
97,"Temporal association areas, layer 1",TEa1,1002,541,Temporal association areas,TEa,48452
1127,"Temporal association areas, layer 2/3",TEa2/3,706,541,Temporal association areas,TEa,60609
234,"Temporal association areas, layer 4",TEa4,1019,541,Temporal association areas,TEa,28078
289,"Temporal association areas, layer 5",TEa5,1026,541,Temporal association areas,TEa,89621
729,"Temporal association areas, layer 6a",TEa6a,1081,541,Temporal association areas,TEa,52403
786,"Temporal association areas, layer 6b",TEa6b,1088,541,Temporal association areas,TEa,8533
922,Perirhinal area,PERI,256,315,Isocortex,Isocortex,0
540,"Perirhinal area, layer 1",PERI1,1057,922,Perirhinal area,PERI,27225
888,"Perirhinal area, layer 2/3",PERI2/3,959,922,Perirhinal area,PERI,31176
692,"Perirhinal area, layer 5",PERI5,1076,922,Perirhinal area,PERI,16454
335,"Perirhinal area, layer 6a",PERI6a,890,922,Perirhinal area,PERI,5345
368,"Perirhinal area, layer 6b",PERI6b,894,922,Perirhinal area,PERI,1299
895,Ectorhinal area,ECT,111,315,Isocortex,Isocortex,0
836,Ectorhinal area/Layer 1,ECT1,1094,895,Ectorhinal area,ECT,26214
427,Ectorhinal area/Layer 2/3,ECT2/3,1043,895,Ectorhinal area,ECT,42502
988,Ectorhinal area/Layer 5,ECT5,1113,895,Ectorhinal area,ECT,50756
977,Ectorhinal area/Layer 6a,ECT6a,1112,895,Ectorhinal area,ECT,40326
1045,Ectorhinal area/Layer 6b,ECT6b,1120,895,Ectorhinal area,ECT,5991
698,Olfactory areas,OLF,228,695,Cortical plate,CTXpl,380414
507,Main olfactory bulb,MOB,204,698,Olfactory areas,OLF,1560591
212,"Main olfactory bulb, glomerular layer",MOBgl,733,507,Main olfactory bulb,MOB,0
220,"Main olfactory bulb, granule layer",MOBgr,734,507,Main olfactory bulb,MOB,0
228,"Main olfactory bulb, inner plexiform layer",MOBipl,735,507,Main olfactory bulb,MOB,0
236,"Main olfactory bulb, mitral layer",MOBmi,736,507,Main olfactory bulb,MOB,0
244,"Main olfactory bulb, outer plexiform layer",MOBopl,737,507,Main olfactory bulb,MOB,0
151,Accessory olfactory bulb,AOB,18,698,Olfactory areas,OLF,0
188,"Accessory olfactory bulb, glomerular layer",AOBgl,730,151,Accessory olfactory bulb,AOB,12437
196,"Accessory olfactory bulb, granular layer",AOBgr,731,151,Accessory olfactory bulb,AOB,17812
204,"Accessory olfactory bulb, mitral layer",AOBmi,732,151,Accessory olfactory bulb,AOB,21793
159,Anterior olfactory nucleus,AON,19,698,Olfactory areas,OLF,472528
167,"Anterior olfactory nucleus, dorsal part",AONd,20,159,Anterior olfactory nucleus,AON,0
175,"Anterior olfactory nucleus, external part",AONe,21,159,Anterior olfactory nucleus,AON,0
183,"Anterior olfactory nucleus, lateral part",AONl,22,159,Anterior olfactory nucleus,AON,0
191,"Anterior olfactory nucleus, medial part",AONm,23,159,Anterior olfactory nucleus,AON,0
199,"Anterior olfactory nucleus, posteroventral part",AONpv,24,159,Anterior olfactory nucleus,AON,0
160,"Anterior olfactory nucleus, layer 1",AON1,868,159,Anterior olfactory nucleus,AON,0
168,"Anterior olfactory nucleus, layer 2",AON2,869,159,Anterior olfactory nucleus,AON,0
589,Taenia tecta,TT,356,698,Olfactory areas,OLF,633
597,"Taenia tecta, dorsal part",TTd,357,589,Taenia tecta,TT,64769
297,"Taenia tecta, dorsal part, layers 1-4",TTd1-4,744,597,"Taenia tecta, dorsal part",TTd,0
1034,"Taenia tecta, dorsal part, layer 1",TTd1,836,597,"Taenia tecta, dorsal part",TTd,0
1042,"Taenia tecta, dorsal part, layer 2",TTd2,837,597,"Taenia tecta, dorsal part",TTd,0
1050,"Taenia tecta, dorsal part, layer 3",TTd3,838,597,"Taenia tecta, dorsal part",TTd,0
1059,"Taenia tecta, dorsal part, layer 4",TTd4,839,597,"Taenia tecta, dorsal part",TTd,0
605,"Taenia tecta, ventral part",TTv,358,589,Taenia tecta,TT,63763
306,"Taenia tecta, ventral part, layers 1-3",TTv1-3,745,605,"Taenia tecta, ventral part",TTv,0
1067,"Taenia tecta, ventral part, layer 1",TTv1,840,605,"Taenia tecta, ventral part",TTv,0
1075,"Taenia tecta, ventral part, layer 2",TTv2,841,605,"Taenia tecta, ventral part",TTv,0
1082,"Taenia tecta, ventral part, layer 3",TTv3,842,605,"Taenia tecta, ventral part",TTv,0
814,Dorsal peduncular area,DP,384,698,Olfactory areas,OLF,46373
496,"Dorsal peduncular area, layer 1",DP1,627,814,Dorsal peduncular area,DP,0
535,"Dorsal peduncular area, layer 2",DP2,632,814,Dorsal peduncular area,DP,0
360,"Dorsal peduncular area, layer 2/3",DP2/3,893,814,Dorsal peduncular area,DP,0
646,"Dorsal peduncular area, layer 5",DP5,646,814,Dorsal peduncular area,DP,0
267,"Dorsal peduncular area, layer 6a",DP6a,1023,814,Dorsal peduncular area,DP,0
961,Piriform area,PIR,261,698,Olfactory areas,OLF,1263591
152,"Piriform area, layers 1-3",PIR1-3,867,961,Piriform area,PIR,0
276,"Piriform area, molecular layer",PIR1,741,961,Piriform area,PIR,0
284,"Piriform area, pyramidal layer",PIR2,742,961,Piriform area,PIR,0
291,"Piriform area, polymorph layer",PIR3,743,961,Piriform area,PIR,0
619,Nucleus of the lateral olfactory tract,NLOT,218,698,Olfactory areas,OLF,0
392,"Nucleus of the lateral olfactory tract, layers 1-3",NLOT1-3,897,619,Nucleus of the lateral olfactory tract,NLOT,0
260,"Nucleus of the lateral olfactory tract, molecular layer",NLOT1,739,619,Nucleus of the lateral olfactory tract,NLOT,12404
268,"Nucleus of the lateral olfactory tract, pyramidal layer",NLOT2,740,619,Nucleus of the lateral olfactory tract,NLOT,15251
1139,"Nucleus of the lateral olfactory tract, layer 3",NLOT3,1137,619,Nucleus of the lateral olfactory tract,NLOT,6247
631,Cortical amygdalar area,COA,78,698,Olfactory areas,OLF,0
639,"Cortical amygdalar area, anterior part",COAa,79,631,Cortical amygdalar area,COA,81112
192,"Cortical amygdalar area, anterior part, layer 1",COAa1,872,639,"Cortical amygdalar area, anterior part",COAa,0
200,"Cortical amygdalar area, anterior part, layer 2",COAa2,873,639,"Cortical amygdalar area, anterior part",COAa,0
208,"Cortical amygdalar area, anterior part, layer 3",COAa3,874,639,"Cortical amygdalar area, anterior part",COAa,0
647,"Cortical amygdalar area, posterior part",COAp,80,631,Cortical amygdalar area,COA,7247
655,"Cortical amygdalar area, posterior part, lateral zone",COApl,81,647,"Cortical amygdalar area, posterior part",COAp,124698
584,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",COApl1-2,921,655,"Cortical amygdalar area, posterior part, lateral zone",COApl,0
376,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",COApl1-3,895,655,"Cortical amygdalar area, posterior part, lateral zone",COApl,0
216,"Cortical amygdalar area, posterior part, lateral zone, layer 1",COApl1,875,655,"Cortical amygdalar area, posterior part, lateral zone",COApl,0
224,"Cortical amygdalar area, posterior part, lateral zone, layer 2",COApl2,876,655,"Cortical amygdalar area, posterior part, lateral zone",COApl,0
232,"Cortical amygdalar area, posterior part, lateral zone, layer 3",COApl3,877,655,"Cortical amygdalar area, posterior part, lateral zone",COApl,0
663,"Cortical amygdalar area, posterior part, medial zone",COApm,82,647,"Cortical amygdalar area, posterior part",COAp,127040
592,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",COApm1-2,922,663,"Cortical amygdalar area, posterior part, medial zone",COApm,0
383,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",COApm1-3,896,663,"Cortical amygdalar area, posterior part, medial zone",COApm,0
240,"Cortical amygdalar area, posterior part, medial zone, layer 1",COApm1,878,663,"Cortical amygdalar area, posterior part, medial zone",COApm,0
248,"Cortical amygdalar area, posterior part, medial zone, layer 2",COApm2,879,663,"Cortical amygdalar area, posterior part, medial zone",COApm,0
256,"Cortical amygdalar area, posterior part, medial zone, layer 3",COApm3,880,663,"Cortical amygdalar area, posterior part, medial zone",COApm,0
788,Piriform-amygdalar area,PAA,239,698,Olfactory areas,OLF,125850
400,"Piriform-amygdalar area, layers 1-3",PAA1-3,898,788,Piriform-amygdalar area,PAA,0
408,"Piriform-amygdalar area, molecular layer",PAA1,899,788,Piriform-amygdalar area,PAA,0
416,"Piriform-amygdalar area, pyramidal layer",PAA2,900,788,Piriform-amygdalar area,PAA,0
424,"Piriform-amygdalar area, polymorph layer",PAA3,901,788,Piriform-amygdalar area,PAA,0
566,Postpiriform transition area,TR,353,698,Olfactory areas,OLF,136275
517,"Postpiriform transition area, layers 1-3",TR1-3,913,566,Postpiriform transition area,TR,0
1140,"Postpiriform transition area, layers 1",TR1,1138,566,Postpiriform transition area,TR,0
1141,"Postpiriform transition area, layers 2",TR2,1139,566,Postpiriform transition area,TR,0
1142,"Postpiriform transition area, layers 3",TR3,1140,566,Postpiriform transition area,TR,0
1089,Hippocampal formation,HPF,135,695,Cortical plate,CTXpl,140635
1080,Hippocampal region,HIP,134,1089,Hippocampal formation,HPF,0
375,Ammon's horn,CA,46,1080,Hippocampal region,HIP,0
382,Field CA1,CA1,47,375,Ammon's horn,CA,975516
391,"Field CA1, stratum lacunosum-moleculare",CA1slm,48,382,Field CA1,CA1,0
399,"Field CA1, stratum oriens",CA1so,49,382,Field CA1,CA1,0
407,"Field CA1, pyramidal layer",CA1sp,50,382,Field CA1,CA1,0
415,"Field CA1, stratum radiatum",CA1sr,51,382,Field CA1,CA1,0
423,Field CA2,CA2,52,375,Ammon's horn,CA,49499
431,"Field CA2, stratum lacunosum-moleculare",CA2slm,53,423,Field CA2,CA2,0
438,"Field CA2, stratum oriens",CA2so,54,423,Field CA2,CA2,0
446,"Field CA2, pyramidal layer",CA2sp,55,423,Field CA2,CA2,0
454,"Field CA2, stratum radiatum",CA2sr,56,423,Field CA2,CA2,0
463,Field CA3,CA3,57,375,Ammon's horn,CA,602338
471,"Field CA3, stratum lacunosum-moleculare",CA3slm,58,463,Field CA3,CA3,0
479,"Field CA3, stratum lucidum",CA3slu,59,463,Field CA3,CA3,0
486,"Field CA3, stratum oriens",CA3so,60,463,Field CA3,CA3,0
495,"Field CA3, pyramidal layer",CA3sp,61,463,Field CA3,CA3,0
504,"Field CA3, stratum radiatum",CA3sr,62,463,Field CA3,CA3,0
726,Dentate gyrus,DG,90,1080,Hippocampal region,HIP,0
10703,"Dentate gyrus, molecular layer",DG-mo,,726,Dentate gyrus,DG,422192
10704,"Dentate gyrus, polymorph layer",DG-po,,726,Dentate gyrus,DG,63200
632,"Dentate gyrus, granule cell layer",DG-sg,927,726,Dentate gyrus,DG,148957
10702,"Dentate gyrus, subgranular zone",DG-sgz,,726,Dentate gyrus,DG,0
734,Dentate gyrus crest,DGcr,91,726,Dentate gyrus,DG,0
742,"Dentate gyrus crest, molecular layer",DGcr-mo,92,734,Dentate gyrus crest,DGcr,0
751,"Dentate gyrus crest, polymorph layer",DGcr-po,93,734,Dentate gyrus crest,DGcr,0
758,"Dentate gyrus crest, granule cell layer",DGcr-sg,94,734,Dentate gyrus crest,DGcr,0
766,Dentate gyrus lateral blade,DGlb,95,726,Dentate gyrus,DG,0
775,"Dentate gyrus lateral blade, molecular layer",DGlb-mo,96,766,Dentate gyrus lateral blade,DGlb,0
782,"Dentate gyrus lateral blade, polymorph layer",DGlb-po,97,766,Dentate gyrus lateral blade,DGlb,0
790,"Dentate gyrus lateral blade, granule cell layer",DGlb-sg,98,766,Dentate gyrus lateral blade,DGlb,0
799,Dentate gyrus medial blade,DGmb,99,726,Dentate gyrus,DG,0
807,"Dentate gyrus medial blade, molecular layer",DGmb-mo,100,799,Dentate gyrus medial blade,DGmb,0
815,"Dentate gyrus medial blade, polymorph layer",DGmb-po,101,799,Dentate gyrus medial blade,DGmb,0
823,"Dentate gyrus medial blade, granule cell layer",DGmb-sg,102,799,Dentate gyrus medial blade,DGmb,0
982,Fasciola cinerea,FC,122,1080,Hippocampal region,HIP,6517
19,Induseum griseum,IG,143,1080,Hippocampal region,HIP,11119
822,Retrohippocampal region,RHP,385,1089,Hippocampal formation,HPF,0
909,Entorhinal area,ENT,113,822,Retrohippocampal region,RHP,0
918,"Entorhinal area, lateral part",ENTl,114,909,Entorhinal area,ENT,16778
1121,"Entorhinal area, lateral part, layer 1",ENTl1,988,918,"Entorhinal area, lateral part",ENTl,96582
20,"Entorhinal area, lateral part, layer 2",ENTl2,992,918,"Entorhinal area, lateral part",ENTl,155965
999,"Entorhinal area, lateral part, layer 2/3",ENTl2/3,973,918,"Entorhinal area, lateral part",ENTl,0
715,"Entorhinal area, lateral part, layer 2a",ENTl2a,1079,918,"Entorhinal area, lateral part",ENTl,0
764,"Entorhinal area, lateral part, layer 2b",ENTl2b,1085,918,"Entorhinal area, lateral part",ENTl,0
52,"Entorhinal area, lateral part, layer 3",ENTl3,996,918,"Entorhinal area, lateral part",ENTl,126845
92,"Entorhinal area, lateral part, layer 4",ENTl4,1001,918,"Entorhinal area, lateral part",ENTl,0
312,"Entorhinal area, lateral part, layer 4/5",ENTl4/5,887,918,"Entorhinal area, lateral part",ENTl,0
139,"Entorhinal area, lateral part, layer 5",ENTl5,1007,918,"Entorhinal area, lateral part",ENTl,137595
387,"Entorhinal area, lateral part, layer 5/6",ENTl5/6,1038,918,"Entorhinal area, lateral part",ENTl,0
28,"Entorhinal area, lateral part, layer 6a",ENTl6a,993,918,"Entorhinal area, lateral part",ENTl,101409
60,"Entorhinal area, lateral part, layer 6b",ENTl6b,997,918,"Entorhinal area, lateral part",ENTl,0
926,"Entorhinal area, medial part, dorsal zone",ENTm,115,909,Entorhinal area,ENT,29518
526,"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1,914,926,"Entorhinal area, medial part, dorsal zone",ENTm,108109
543,"Entorhinal area, medial part, dorsal zone, layer 2",ENTm2,916,926,"Entorhinal area, medial part, dorsal zone",ENTm,111166
468,"Entorhinal area, medial part, dorsal zone, layer 2a",ENTm2a,1048,926,"Entorhinal area, medial part, dorsal zone",ENTm,0
508,"Entorhinal area, medial part, dorsal zone, layer 2b",ENTm2b,1053,926,"Entorhinal area, medial part, dorsal zone",ENTm,0
664,"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3,931,926,"Entorhinal area, medial part, dorsal zone",ENTm,89252
712,"Entorhinal area, medial part, dorsal zone, layer 4",ENTm4,937,926,"Entorhinal area, medial part, dorsal zone",ENTm,0
727,"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5,939,926,"Entorhinal area, medial part, dorsal zone",ENTm,84255
550,"Entorhinal area, medial part, dorsal zone, layer 5/6",ENTm5/6,634,926,"Entorhinal area, medial part, dorsal zone",ENTm,0
743,"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6,941,926,"Entorhinal area, medial part, dorsal zone",ENTm,58655
934,"Entorhinal area, medial part, ventral zone",ENTmv,116,909,Entorhinal area,ENT,906
259,"Entorhinal area, medial part, ventral zone, layer 1",ENTmv1,1022,934,"Entorhinal area, medial part, ventral zone",ENTmv,0
324,"Entorhinal area, medial part, ventral zone, layer 2",ENTmv2,1030,934,"Entorhinal area, medial part, ventral zone",ENTmv,0
371,"Entorhinal area, medial part, ventral zone, layer 3",ENTmv3,1036,934,"Entorhinal area, medial part, ventral zone",ENTmv,0
419,"Entorhinal area, medial part, ventral zone, layer 4",ENTmv4,1042,934,"Entorhinal area, medial part, ventral zone",ENTmv,0
1133,"Entorhinal area, medial part, ventral zone, layer 5/6",ENTmv5/6,1131,934,"Entorhinal area, medial part, ventral zone",ENTmv,0
843,Parasubiculum,PAR,246,822,Retrohippocampal region,RHP,102828
10693,"Parasubiculum, layer 1",PAR1,,843,Parasubiculum,PAR,0
10694,"Parasubiculum, layer 2",PAR2,,843,Parasubiculum,PAR,0
10695,"Parasubiculum, layer 3",PAR3,,843,Parasubiculum,PAR,0
1037,Postsubiculum,POST,270,822,Retrohippocampal region,RHP,104817
10696,"Postsubiculum, layer 1",POST1,,1037,Postsubiculum,POST,0
10697,"Postsubiculum, layer 2",POST2,,1037,Postsubiculum,POST,0
10698,"Postsubiculum, layer 3",POST3,,1037,Postsubiculum,POST,0
1084,Presubiculum,PRE,276,822,Retrohippocampal region,RHP,98910
10699,"Presubiculum, layer 1",PRE1,,1084,Presubiculum,PRE,0
10700,"Presubiculum, layer 2",PRE2,,1084,Presubiculum,PRE,0
10701,"Presubiculum, layer 3",PRE3,,1084,Presubiculum,PRE,0
502,Subiculum,SUB,345,822,Retrohippocampal region,RHP,336188
509,"Subiculum, dorsal part",SUBd,346,502,Subiculum,SUB,0
829,"Subiculum, dorsal part, molecular layer",SUBd-m,386,509,"Subiculum, dorsal part",SUBd,0
845,"Subiculum, dorsal part, pyramidal layer",SUBd-sp,388,509,"Subiculum, dorsal part",SUBd,0
837,"Subiculum, dorsal part, stratum radiatum",SUBd-sr,387,509,"Subiculum, dorsal part",SUBd,0
518,"Subiculum, ventral part",SUBv,347,502,Subiculum,SUB,0
853,"Subiculum, ventral part, molecular layer",SUBv-m,389,518,"Subiculum, ventral part",SUBv,0
870,"Subiculum, ventral part, pyramidal layer",SUBv-sp,391,518,"Subiculum, ventral part",SUBv,0
861,"Subiculum, ventral part, stratum radiatum",SUBv-sr,390,518,"Subiculum, ventral part",SUBv,0
484682470,Prosubiculum,ProS,,822,Retrohippocampal region,RHP,0
484682475,"Prosubiculum, dorsal part",ProSd,,484682470,Prosubiculum,ProS,0
484682479,"Prosubiculum, dorsal part, molecular layer",ProSd-m,,484682475,"Prosubiculum, dorsal part",ProSd,0
484682483,"Prosubiculum, dorsal part, pyramidal layer",ProSd-sp,,484682475,"Prosubiculum, dorsal part",ProSd,0
484682487,"Prosubiculum, dorsal part, stratum radiatum",ProSd-sr,,484682475,"Prosubiculum, dorsal part",ProSd,0
484682492,"Prosubiculum, ventral part",ProSv,,484682470,Prosubiculum,ProS,0
484682496,"Prosubiculum, ventral part, molecular layer",ProSv-m,,484682492,"Prosubiculum, ventral part",ProSv,130183
484682500,"Prosubiculum, ventral part, pyramidal layer",ProSv-sp,,484682492,"Prosubiculum, ventral part",ProSv,0
484682504,"Prosubiculum, ventral part, stratum radiatum",Prosv-sr,,484682492,"Prosubiculum, ventral part",ProSv,0
589508447,Hippocampo-amygdalar transition area,HATA,,822,Retrohippocampal region,RHP,0
484682508,Area prostriata,APr,,822,Retrohippocampal region,RHP,0
703,Cortical subplate,CTXsp,87,688,Cerebral cortex,CTX,44278
16,"Layer 6b, isocortex",6b,1,703,Cortical subplate,CTXsp,0
583,Claustrum,CLA,72,703,Cortical subplate,CTXsp,47771
942,Endopiriform nucleus,EP,117,703,Cortical subplate,CTXsp,0
952,"Endopiriform nucleus, dorsal part",EPd,118,942,Endopiriform nucleus,EP,192570
966,"Endopiriform nucleus, ventral part",EPv,120,942,Endopiriform nucleus,EP,100909
131,Lateral amygdalar nucleus,LA,157,703,Cortical subplate,CTXsp,100101
295,Basolateral amygdalar nucleus,BLA,36,703,Cortical subplate,CTXsp,0
303,"Basolateral amygdalar nucleus, anterior part",BLAa,37,295,Basolateral amygdalar nucleus,BLA,104542
311,"Basolateral amygdalar nucleus, posterior part",BLAp,38,295,Basolateral amygdalar nucleus,BLA,86982
451,"Basolateral amygdalar nucleus, ventral part",BLAv,763,295,Basolateral amygdalar nucleus,BLA,44268
319,Basomedial amygdalar nucleus,BMA,39,703,Cortical subplate,CTXsp,191
327,"Basomedial amygdalar nucleus, anterior part",BMAa,40,319,Basomedial amygdalar nucleus,BMA,85883
334,"Basomedial amygdalar nucleus, posterior part",BMAp,41,319,Basomedial amygdalar nucleus,BMA,92664
780,Posterior amygdalar nucleus,PA,238,703,Cortical subplate,CTXsp,100730
623,Cerebral nuclei,CNU,77,567,Cerebrum,CH,0
477,Striatum,STR,342,623,Cerebral nuclei,CNU,311647
485,Striatum dorsal region,STRd,343,477,Striatum,STR,0
672,Caudoputamen,CP,83,485,Striatum dorsal region,STRd,2380742
493,Striatum ventral region,STRv,344,477,Striatum,STR,0
56,Nucleus accumbens,ACB,6,493,Striatum ventral region,STRv,426046
998,Fundus of striatum,FS,124,493,Striatum ventral region,STRv,45064
754,Olfactory tubercle,OT,235,493,Striatum ventral region,STRv,404952
481,Islands of Calleja,isl,767,754,Olfactory tubercle,OT,0
489,Major island of Calleja,islm,768,754,Olfactory tubercle,OT,0
144,"Olfactory tubercle, layers 1-3",OT1-3,866,754,Olfactory tubercle,OT,0
458,"Olfactory tubercle, molecular layer",OT1,764,754,Olfactory tubercle,OT,0
465,"Olfactory tubercle, pyramidal layer",OT2,765,754,Olfactory tubercle,OT,0
473,"Olfactory tubercle, polymorph layer",OT3,766,754,Olfactory tubercle,OT,0
549009199,Lateral strip of striatum,LSS,,493,Striatum ventral region,STRv,0
275,Lateral septal complex,LSX,175,477,Striatum,STR,0
242,Lateral septal nucleus,LS,171,275,Lateral septal complex,LSX,0
250,"Lateral septal nucleus, caudal (caudodorsal) part",LSc,172,242,Lateral septal nucleus,LS,65962
258,"Lateral septal nucleus, rostral (rostroventral) part",LSr,173,242,Lateral septal nucleus,LS,193616
266,"Lateral septal nucleus, ventral part",LSv,174,242,Lateral septal nucleus,LS,63736
310,Septofimbrial nucleus,SF,321,275,Lateral septal complex,LSX,47446
333,Septohippocampal nucleus,SH,324,275,Lateral septal complex,LSX,4155
